bid,NHC2020_DEM_20210804_5x5_cmp
311000,282.91998291015625
308000,280.739990234375
309000,284.0199890136719
303000,282.4399719238281
305000,281.04998779296875
297000,280.08001708984375
298000,279.8999938964844
295000,282.07000732421875
296000,286.6499938964844
319000,281.0799865722656
254003,281.96002197265625
316000,281.70001220703125
317000,279.6100158691406
314000,282.19000244140625
279000,289.3800048828125
277000,285.8599853515625
278000,287.17999267578125
274000,279.66998291015625
275000,279.6099853515625
272000,281.6700134277344
273000,281.54998779296875
270000,281.8899841308594
271000,281.6100158691406
267000,282.54998779296875
269000,281.9599914550781
264000,281.1400146484375
265000,280.6999816894531
261000,279.19000244140625
291001,284.7200012207031
254001,285.239990234375
293000,283.3399963378906
291000,285.30999755859375
288000,284.0799865722656
289000,284.2300109863281
286000,279.6399841308594
287000,279.3899841308594
284000,281.6099853515625
285000,280.03997802734375
207004,280.17999267578125
282000,279.47998046875
241000,280.02996826171875
237001,279.3500061035156
240000,281.5
237000,279.5199890136719
238000,278.8800048828125
235000,279.4599914550781
233000,279.46002197265625
234000,279.260009765625
231000,285.1399841308594
232000,285.1600036621094
229000,282.2300109863281
259000,279.1100158691406
260000,279.3599853515625
257000,279.4000244140625
258000,282.989990234375
255000,280.1300048828125
256000,279.3499755859375
253000,280.29998779296875
254000,280.1000061035156
251000,283.90997314453125
252000,282.4100036621094
249000,279.3699951171875
250000,279.4599914550781
243000,286.3999938964844
211000,279.1099853515625
210000,280.2799987792969
207000,279.7099914550781
208000,279.42999267578125
205000,280.1099853515625
203000,290.83001708984375
204000,290.7599792480469
200000,280.41998291015625
225000,279.489990234375
226000,293.0699768066406
207003,279.69000244140625
221000,283.1600036621094
220000,279.6299743652344
207001,279.8299865722656
207002,280.0400085449219
218000,281.6600036621094
215000,280.21002197265625
213000,286.1199951171875
214000,285.3199768066406
177000,280.75
173000,280.04998779296875
174000,285.2900085449219
195000,294.0199890136719
196000,279.79998779296875
193000,280.7099914550781
194000,281.8900146484375
191000,285.4499816894531
192000,288.29998779296875
189000,279.3399963378906
190000,279.3800048828125
188000,280.1300048828125
183000,280.0699768066406
181000,279.2300109863281
182000,279.7099914550781
180000,281.3499755859375
144000,286.1300048828125
136000,280.6100158691406
134000,280.1600036621094
131000,290.1600036621094
129000,288.6399841308594
162000,281.53997802734375
159000,280.239990234375
151000,284.66998291015625
145000,285.1499938964844
146000,286.010009765625
105000,281.3900146484375
106000,290.1300048828125
98000,282.8800048828125
97000,281.41998291015625
94000,286.3599853515625
93000,286.1499938964844
127000,280.3399658203125
124000,285.7099914550781
123000,290.5099792480469
119000,288.989990234375
114000,281.78997802734375
111000,289.0299987792969
112000,292.0899963378906
109000,279.4100036621094
110000,288.0099792480469
73000,279.6499938964844
64001,293.6099853515625
68000,289.3199768066406
62000,296.79998779296875
60000,290.2699890136719
58000,287.7900085449219
91000,281.6999816894531
88000,293.1199951171875
89000,287.47998046875
86000,288.3699951171875
82000,279.6200256347656
80000,289.2200012207031
81000,279.20001220703125
78000,297.5799865722656
79000,299.1000061035156
77000,281.2699890136719
74000,293.4700012207031
28007,279.4599914550781
28008,283.3800048828125
31000,279.489990234375
28006,279.29998779296875
